Inh,VAS50
0.06339250823839362,False
0.24570735578571098,False
0.3656183042216126,False
0.42498233309424877,False
0.4511635063891578,False
0.4592882116559135,False
0.45716751850555226,False
0.4490416941801013,False
0.4373421264451637,False
0.42352378203948704,False
0.4084847974210809,False
0.39279266667750296,False
0.3768130214442142,False
0.3607858762814568,False
0.3448719349927243,False
0.3291811482636195,False
0.3137904780547323,False
0.2987550010914685,False
0.28411487215473824,False
0.26989970881469544,False
0.25613137269887365,False
0.24282575772207807,False
0.22999396698527047,False
0.2176431160522637,False
0.3540504720878692,False
0.5291143017101605,False
0.6033505912443091,True
0.6344348842909503,False
0.6451135582312559,False
0.6449307672928768,False
0.6384464701230217,False
0.6280821540954484,True
0.6152275257065374,False
0.6007262154630432,False
0.5851125437458158,False
0.5687372477597364,False
0.5518387401100191,False
0.5345853892755128,False
0.5171013510359966,True
0.499482605942791,False
0.48180697303910464,False
0.4641403434592157,False
0.44654051644263204,False
0.4290595097396705,False
0.4117449026056371,False
0.3946405719935269,False
0.37778705612020685,False
0.361221697789314,False
0.47716683975096735,False
0.6171737518051111,False
0.6732949401266101,True
0.6957953111873605,True
0.7024050417998134,False
0.7004429771254852,True
0.6934086886269794,False
0.6831687719708538,False
0.6707998785780881,False
0.656959046631885,False
0.6420649159977013,True
0.6263944100055375,False
0.6101378091564259,False
0.5934316021124882,False
0.5763786657143318,True
0.5590608590857435,False
0.5415469192622083,False
0.5238973816511676,False
0.5061675915694022,False
0.4884094832588423,False
0.4706725629493287,False
0.45300438128423665,False
0.4354506834295947,False
0.41805536224219064,False
0.5234419034120715,False
0.6488617040502828,False
0.6984346840654925,False
0.7179524779658845,False
0.723203610516122,True
0.720702183639247,True
0.713571517672812,True
0.7034821778999765,True
0.6913999195173787,True
0.6779151423386591,True
0.66340459597676,True
0.6481179080815127,False
0.6322270133097873,False
0.6158557193024836,False
0.5990979202851157,True
0.5820289969169057,True
0.5647129832193438,False
0.5472070429119124,True
0.5295642107705907,False
0.5118350063020503,False
0.49406831265795187,False
0.4763117785054337,False
0.4586119138805742,False
0.44101399482337034,False
0.5421838993233483,True
0.6614781736574906,True
0.7084275676884807,True
0.7267647298523568,True
0.731485049105353,True
0.7287802690560634,True
0.7216239229348838,True
0.7116086775854161,False
0.6996561994235382,True
0.6863303331958801,True
0.671991063332005,False
0.6568770194345426,False
0.641152670986124,False
0.6249365935511496,True
0.608318904511629,False
0.5913721909092412,False
0.5741583891622886,False
0.5567330875277493,False
0.5391481631704182,False
0.5214533336989952,False
0.5036969986624562,False
0.48592661759828176,False
0.4681887885962344,False
0.4505291377738187,False
0.5501651319674044,False
0.6667753576461105,False
0.7125915123686681,True
0.7304211581109147,True
0.7349130330020864,True
0.732119938862084,True
0.7249513000999214,False
0.7149665823751903,False
0.7030687073158064,True
0.6898102431720575,True
0.6755440564844999,False
0.6605041040622761,False
0.6448516781437791,False
0.6287031208816598,False
0.6121469300307125,False
0.5952544865015277,True
0.5780868121987859,False
0.5606987987610303,False
0.5431418005515528,False
0.5254651601458676,False
0.5077170344145235,False
0.4899447630564961,False
0.47219494052237104,True
0.45451329982146726,False
0.5537675226270738,False
0.6690939112949617,True
0.7143792630874367,True
0.7319717844263419,True
0.7363554754294357,False
0.7335183914613785,False
0.7263404626729356,True
0.7163660197685977,True
0.7044894967702763,False
0.6912583817613362,False
0.6770223478286004,True
0.6620132633092245,True
0.6463910059455948,False
0.6302709276836861,False
0.6137408111405895,False
0.596871506533629,False
0.5797236342427529,False
0.5623517799904698,True
0.5448070676722573,True
0.5271386728732459,False
0.5093946418538394,False
0.49162225573320123,False
0.47386809944831326,False
0.45617794312200666,False
