Inh,VAS50
0.031701383209294644,False
0.135929464465164,False
0.21992065757069484,False
0.26930381011693527,False
0.29531653377032563,False
0.3072263419996037,False
0.31076082146425793,False
0.3093225703868214,False
0.3049382759747406,False
0.29882599325011844,False
0.29172348416148736,False
0.2840800931108583,False
0.276170575909403,False
0.2681634461648664,False
0.2601623414977702,False
0.2522311799168158,False
0.24440949858685512,False
0.23672181897329372,False
0.22918336862533326,False
0.22180357863578146,False
0.21458822289229124,False
0.20754072824402045,False
0.2006629788705706,False
0.19395581230367442,False
0.2912841184103371,False
0.4278508303601574,False
0.4955271544921026,True
0.5280806718631593,False
0.5423716384894484,True
0.546588900465946,False
0.544983857089638,False
0.5399059725941514,False
0.5327147445861015,False
0.5242220985135028,True
0.5149235698485004,False
0.5051264611361763,False
0.4950239786411229,False
0.4847393663955299,False
0.4743526632524994,False
0.46391710451106527,False
0.45346923836547426,False
0.4430351845152036,False
0.4326345092864772,False
0.4222826229654787,False
0.4119922594518927,False
0.40177438592245857,False
0.39163875875531345,True
0.3815942603299448,False
0.46289367357445965,False
0.568445181920269,False
0.6166006698511217,False
0.6385029423503141,True
0.6470860184312704,False
0.6483264452602345,False
0.6452799077917095,False
0.6396294756458174,False
0.6323507833135331,False
0.6240291128713268,True
0.6150239289610414,True
0.6055599352806359,True
0.5957798277576634,False
0.5857758115045638,True
0.57560880439808,False
0.565320278872976,False
0.5549396136873757,False
0.5444886728059743,False
0.5339846589128502,False
0.5234418886598312,False
0.5128728924702971,False
0.5022890907822637,False
0.49170120464066247,False
0.48111949978063273,True
0.548523117288998,True
0.6347066420479907,False
0.6730914600153945,True
0.6900662054149685,True
0.6961753830766023,False
0.6962579948165252,False
0.6927896887825131,False
0.6871375590642524,False
0.6800964400348344,False
0.6721445708863122,False
0.663576520142662,True
0.6545769424055726,True
0.645263434307751,False
0.6357122187286212,False
0.625973846594619,True
0.6160829136012946,False
0.6060641152928293,True
0.5959360332265828,False
0.585713504168271,True
0.5754091001918781,False
0.5650340493407003,False
0.5545988036859997,True
0.5441133849158252,True
0.5335875894627198,True
0.5931099106789391,False
0.6687416429301762,False
0.7021192419081091,False
0.7166348308117935,True
0.7215477175349587,True
0.7211083355828197,True
0.7174962215289136,True
0.7119178481727821,False
0.7050761283169827,False
0.6973947187052816,False
0.6891349226393059,False
0.6804607071208083,False
0.6714765621709398,False
0.6622502369833322,False
0.6528266675780636,False
0.6432366134776386,False
0.6335020514711418,False
0.6236395561643151,True
0.6136624207721869,False
0.6035819857823823,False
0.5934084680194341,False
0.5831514739717084,False
0.5728203132632591,False
0.5624241854298478,False
0.6175872625201191,False
0.6873590158794055,False
0.7180130715935348,True
0.7312070289170828,True
0.7354879384460136,True
0.7347846118232515,False
0.7311155179572448,True
0.7255998553631909,True
0.7188905588655546,True
0.7113815564190255,True
0.7033159837630824,True
0.6948464665671061,False
0.6860702721148312,True
0.6770504463900497,False
0.6678287779535496,False
0.6584338467975015,True
0.6488860574424177,False
0.6392007978266391,True
0.629390424126656,True
0.6194655064629505,False
0.609435607842084,False
0.5993097676762109,False
0.5890967979732759,True
0.5788054605033394,True
0.6315660015327763,False
0.6979589723101876,True
0.7270607313033285,True
0.7395059892010813,False
0.7434319947569855,False
0.7425838570094321,False
0.7388882851705173,True
0.7334147952785836,True
0.7267878657145775,False
0.7193844836604606,False
0.7114374184483965,False
0.7030928123772267,False
0.6944437934019176,False
0.6855507028824656,True
0.6764535109261985,False
0.6671795303108008,False
0.6577482438168732,True
0.6481743364898793,False
0.6384696026885412,True
0.6286441443000583,False
0.618707120986963,False
0.6086672166700594,False
0.5985329258934916,False
0.5883127256008742,False
